path,pattern,patternName,location,locationName,group,latitude,longitude,zoom,tile,offsetX,offsetY,screenshotWidth,screenshotHeight,sha256,renderCount,renderMs,tileCacheSize,poiIcons,poiDots,poiSizes,poiAssetCounts
pattern-01/01-tokyo-station.jpg,01,バランス階層,01,東京駅,world,35.681236,139.767125,14,OpenFreeMap z14 / 14552 / 6451 ─ 地理の読みやすさ,702.191,244.033,1280,920,df84e28fd777b5d48f326d401e0bd96c469bfecc985d5938f8956f6e717aab4b,1,2036.6,9,52,208,"{""L"":33,""M"":13,""S"":6}","{""1"":28,""2"":24}"
pattern-01/02-new-york-times-square.jpg,01,バランス階層,02,ニューヨーク・タイムズスクエア,world,40.758,-73.9855,14,OpenFreeMap z14 / 4824 / 6157 ─ 地理の読みやすさ,518.69,-223.364,1280,920,162380b6603084c1c92c43ccbc3404ab1ecbfb4f4b3b75e32797a1ee53c5b289,1,275.4,9,52,208,"{""L"":39,""M"":12,""S"":1}","{""1"":25,""2"":27}"
pattern-01/03-london-trafalgar-square.jpg,01,バランス階層,03,ロンドン・トラファルガー広場,world,51.5074,-0.1278,14,OpenFreeMap z14 / 8186 / 5448 ─ 地理の読みやすさ,-485.868,-617.222,1280,920,a92089a77f1d1ad6e9843bde276daf005e39a70e2e3b8429978cb8123182f2d4,1,571,9,52,208,"{""L"":10,""M"":28,""S"":14}","{""1"":47,""2"":5}"
pattern-01/04-paris-hotel-de-ville.jpg,01,バランス階層,04,パリ市庁舎,world,48.8566,2.3522,14,OpenFreeMap z14 / 8299 / 5636 ─ 地理の読みやすさ,-689.302,94.243,1280,920,24cecd8d3ca4276d6d86bee8acf1d7499390212e28427a23e79c3fc91821e688,1,1137.7,9,52,208,"{""L"":9,""M"":27,""S"":16}","{""1"":48,""2"":4}"
pattern-01/05-singapore-marina-bay.jpg,01,バランス階層,05,シンガポール・マリーナベイ,world,1.2868,103.8545,14,OpenFreeMap z14 / 12918 / 8133 ─ 地理の読みやすさ,51.746,-105.403,1280,920,e319f1b45340149c2f13ac837925e4f789202adc602b0f285488205520718246,1,356.5,9,52,208,"{""L"":27,""M"":15,""S"":10}","{""1"":34,""2"":18}"
pattern-01/06-kawasaki-station.jpg,01,バランス階層,06,川崎駅,japan,35.5314,139.6969,14,OpenFreeMap z14 / 14549 / 6460 ─ 地理の読みやすさ,401.108,-697.027,1280,920,94437802631680aada31adb24eaa2690c8cdea26b001cc617c28b08c7bac1a1f,1,1111.9,9,52,208,"{""L"":9,""M"":22,""S"":21}","{""1"":47,""2"":5}"
pattern-01/07-kita-kamakura-station.jpg,01,バランス階層,07,北鎌倉駅,japan,35.3372,139.5451,14,OpenFreeMap z14 / 14542 / 6470 ─ 地理の読みやすさ,541.519,604.603,1280,920,0aaf86e25c9938bd8056bff2bed25cc75c17817285d2ee093589cfc65a36e4dc,1,864.8,9,52,208,"{""M"":5,""S"":47}","{""1"":52}"
pattern-01/08-hakone-yumoto-station.jpg,01,バランス階層,08,箱根湯本駅,japan,35.2333,139.1069,14,OpenFreeMap z14 / 14522 / 6476 ─ 地理の読みやすさ,629.118,286.386,1280,920,381990c4bd494fac245b50ca46cb6ed3f143b9ff8e5e85c205b156a1f7ed3b55,1,125.7,9,52,203,"{""L"":1,""M"":16,""S"":35}","{""1"":52}"
pattern-01/09-ishigaki-port.jpg,01,バランス階層,09,石垣港離島ターミナル,japan,24.3367,124.1557,14,OpenFreeMap z14 / 13842 / 7049 ─ 地理の読みやすさ,-55.514,29.69,1280,920,534e626814dad416e282a55b2b5281ab74d910311ef6b562835669193f822b77,1,264.2,9,52,208,"{""M"":12,""S"":40}","{""1"":52}"
pattern-01/10-obihiro-station.jpg,01,バランス階層,10,帯広駅,japan,42.9178,143.2022,14,OpenFreeMap z14 / 14709 / 6025 ─ 地理の読みやすさ,-320.662,-152.112,1280,920,50032df7a3b7d0a6f526dffa0bb34dfefcb45378e2cc9d738cf3da409001d7df,1,269.9,9,52,208,"{""L"":9,""M"":15,""S"":28}","{""1"":50,""2"":2}"
pattern-02/01-tokyo-station.jpg,02,トランジット優先,01,東京駅,world,35.681236,139.767125,14,OpenFreeMap z14 / 14552 / 6451 ─ 地理の読みやすさ,702.191,244.033,1280,920,b208685851acefdf36546d98be6667cc99c7ff1a29987f041e6759ae1e23f172,1,2078.1,9,46,184,"{""L"":24,""M"":18,""S"":4}","{""1"":35,""2"":5,""3"":6}"
pattern-02/02-new-york-times-square.jpg,02,トランジット優先,02,ニューヨーク・タイムズスクエア,world,40.758,-73.9855,14,OpenFreeMap z14 / 4824 / 6157 ─ 地理の読みやすさ,518.69,-223.364,1280,920,c8f71944c53c58fd5289753bd0ede4352e9f82648b0f7e0becbe84aa6cd8e36f,1,277.1,9,46,184,"{""L"":26,""M"":16,""S"":4}","{""1"":32,""2"":10,""3"":4}"
pattern-02/03-london-trafalgar-square.jpg,02,トランジット優先,03,ロンドン・トラファルガー広場,world,51.5074,-0.1278,14,OpenFreeMap z14 / 8186 / 5448 ─ 地理の読みやすさ,-485.868,-617.222,1280,920,17184972dd1848c5d04d5793051cb7bbb3d0b719b3f41f269698daa1d9f0fc6f,1,562,9,46,184,"{""L"":7,""M"":29,""S"":10}","{""1"":45,""2"":1}"
pattern-02/04-paris-hotel-de-ville.jpg,02,トランジット優先,04,パリ市庁舎,world,48.8566,2.3522,14,OpenFreeMap z14 / 8299 / 5636 ─ 地理の読みやすさ,-689.302,94.243,1280,920,bb112b997ba1682fabb03919c123eb1bda3346b9d64ffd910652b4ba60c26b1a,1,1155.1,9,46,184,"{""L"":7,""M"":24,""S"":15}","{""1"":45,""2"":1}"
pattern-02/05-singapore-marina-bay.jpg,02,トランジット優先,05,シンガポール・マリーナベイ,world,1.2868,103.8545,14,OpenFreeMap z14 / 12918 / 8133 ─ 地理の読みやすさ,51.746,-105.403,1280,920,0b1b0f55abec57a59b8fe94dc558c15b2457295d039af8e57cc8ae253923ea61,1,335.2,9,46,184,"{""L"":20,""M"":21,""S"":5}","{""1"":42,""2"":3,""3"":1}"
pattern-02/06-kawasaki-station.jpg,02,トランジット優先,06,川崎駅,japan,35.5314,139.6969,14,OpenFreeMap z14 / 14549 / 6460 ─ 地理の読みやすさ,401.108,-697.027,1280,920,71366c06bb5be574329f37d38d88088906a36be06977062f14e030c84d244e00,1,1094.5,9,46,184,"{""L"":8,""M"":19,""S"":19}","{""1"":44,""2"":2}"
pattern-02/07-kita-kamakura-station.jpg,02,トランジット優先,07,北鎌倉駅,japan,35.3372,139.5451,14,OpenFreeMap z14 / 14542 / 6470 ─ 地理の読みやすさ,541.519,604.603,1280,920,38607b6b70f422a7fbad75f8038f27f1885d74f1cca2fd8173f360f32ad02dc9,1,810,9,46,184,"{""M"":5,""S"":41}","{""1"":46}"
